Ngay,Lo_1_San_Luong,Lo_1_Bot_Song,Lo_1_MNBS1_chuyen_qua_MNBS2,Lo_1_Than,Lo_1_Chat_Dot,Lo_1_Carbon,Lo_2_San_Luong,Lo_2_Bot_Song,Lo_2_Than,Lo_2_Chat_Dot,Lo_2_Carbon,Ton_Kho_Bot_Song,Ton_Kho_Than,Ton_Kho_Chat_Dot,Ton_Kho_Carbon
6/23/2022,2862,4524,0,510.1,0,0,4205,6517,493.51,141.16,0,26814,7567.226885,1069.954,0
6/24/2022,2845,4497,0,506.2,0,0,3610,5595,506,55.1,0,26148,6555.026885,1099.854,0
6/25/2022,2862,4524,0,507.7,0,0,2410,3735,481.9,55.2,0,24200,6795.426885,1154.654,0
6/26/2022,2851,4507,0,506.7,0,0,4220,6540,539.6,81.5,0,25441,6679.126885,1264.154,0
6/27/2022,2802,4429,0,510.61,0,0,4371,6774,622.27,0,0,27213,6846.246885,1323.154,0
6/28/2022,2752,4350,0,508.4430896,0,0,4275,6625,553.32,105,0,27819,6884.483796,1218.154,0
6/29/2022,2732,4318,0,505.5173526,0,0,4205,6517,506,136.2,0,26737,3610.993213,1194.247,0
6/30/2022,2672,4224,0,476.0130665,0,0,4201,6511,529.65,104.1,0,22147,2663.630147,1208.763,0
7/1/2022,2655,4197,0,492.56,0,0,4180,6478,509.41,120.3,0,23586,7250.760147,1268.463,0
7/2/2022,2624,4148,0,483.98,0,0,4202,6512,503.44,130.1,0,25325,7173.340147,1253.363,0
7/3/2022,2615,4134,0,485.3220476,0,0,4152,6435,495.25,131,0,24513,6192.768099,1249.363,0
7/4/2022,2620,4141,0,488.2,0,0,4103,6359,492.83,126.2,0,26644,5211.738099,1264.163,0
7/5/2022,2612,4129,0,492.09,0,0,3015,4673,525.04,22.4,0,28328,6314.608099,1331.763,0
7/6/2022,2610,4126,0,490.99,0,0,3120,4835,473.94,0,0,26243,6139.678099,1331.763,0
7/7/2022,2127,3362,0,677.48,0,0,2020,3131,354.96,0,0,25408,5107.238099,1331.763,0
7/8/2022,2780,4394,0,510.13,0,0,0,0,0,0,0,25842,4597.108099,1331.763,0
7/9/2022,2782,4398,0,501.71,0,0,0,0,0,0,0,25750,4095.398099,1331.763,0
7/10/2022,2781,4396,0,508.76,0,0,2136,3310,345.4423644,0,0,24786,4141.195735,1331.763,0
7/11/2022,2770,4379,0,468.36,0,0,4031,6247,509.87,106.1,0,25821,3962.965735,1271.663,0
7/12/2022,2740,4331,0,488.63,0,0,3991,6185,478.7066719,140,0,25061,4195.629063,1131.663,0
7/13/2022,2765,4371,0,489.623006,0,0,3911,6061,465.1776222,140,0,24694,4448.438435,1110.663,0
7/14/2022,2776,4388,0,488.62,0,0,4002,6202,481.9,149,0,26556,4734.54132,1080.663,0
7/15/2022,2812,4445,0,510.25,0,0,3702,5737,458.83,125,0,25375,4705.46132,1061.663,0
7/16/2022,2814,4448,0,512.96,0,0,4072,6311,494.15,125.1,0,27452,5608.35132,1086.563,0
7/17/2022,2802,4429,0,511.15,0,0,4102,6357,478.62,150.3,0,27578,4618.58132,1036.263,0
7/18/2022,2812,4445,0,479.39,0,0,4062,6295,482.81,140.3,0,29361,4566.38132,945.963,0
7/19/2022,2804,4072,360,476.7,0,0,4102,6357,509.37,110,0,31177,4680.31132,909.53,0
7/20/2022,2844,4226,270,478.05,0,0,4113,6374,478.2,150,0,29580,4784.06132,826.53,0
7/21/2022,2802,3949,480,485.84,0,0,3949,6120,489.8648278,120.3,0,31626,3808.356492,706.23,0
7/22/2022,2812,4325,120,510.09,0,0,4125,6393,605.87,0,0,27510,3492.396492,741.23,0
7/23/2022,2805,3954,480,507.72,0,0,4105,6362,521.5155757,105.1,0,29333,3463.160916,636.13,0
7/24/2022,2789,3929,480,483.81,0,0,4123,6390,510.68,120.5,0,30942,4938.670916,531.63,0
7/25/2022,2775,4066,320,505.46,0,0,4118,6382,492.77,135,0,28501,6090.440916,479.63,0
7/26/2022,2804,4052,380,510.37,0,0,4108,6366,483.96,146.2,0,28600,5960.000916,419.43,0
7/27/2022,2791,3992,420,500.13,0,0,4114,6376,483.43,145,0,28973,4976.440916,355.43,0
7/28/2022,2802,4429,0,509.84,0,0,4144,6422,492.74,134.2,0,27254,5863.860916,275.23,0
7/29/2022,2405,3802,0,464.34,0,0,4147,6427,490.11,138,0,28672,3640.690916,171.52,0
7/30/2022,2745,4339,0,509.67,0,0,4107,6365,520.6498836,115,0,26953,3421.731032,128.247,0
7/31/2022,2730,4315,0,483.1,0,0,4041,6263,520.53,100.624,0,29324,2423.711032,27.623,0
8/1/2022,2702,4271,0,496.23,0,0,4128,6397,521.94,110,0,30831,6118.381032,57.623,0
8/2/2022,2710,4284,0,504.51,0,0,4095,6346,562.3,65.2,0,30711,6401.571032,121.423,0
8/3/2022,2712,4287,0,506.69,0,0,4082,6326,573.37,48.3,0,31439,6121.511032,180.123,0
8/4/2022,2710,4284,0,508.12,0,0,4025,6238,541.83,110,0,28807,6111.561032,169.123,0
8/5/2022,2714,4290,0,515.83,0,0,3945,6114,530.85,118.536,0,31154,6114.881032,92.587,0
8/6/2022,2707,4279,0,511.045,0,0,4026,6239,560.29,95.3,0,30809,5043.546032,53.287,0
8/7/2022,2702,4271,0,510.45,0,0,4180,6478,566.1,90.7,0,26519,5216.996032,57.587,0
8/8/2022,2712,3867,420,509.72,0,0,4308,6676,555.66,100,0,22639,6311.616032,10.587,0
8/9/2022,2718,3816,480,490.53,0,0,4309,6678,629.96,7,0,22438,7440.796032,127.587,0
8/10/2022,2705,3936,340,489.12,0,0,4324,6701,630.94,0,0,22208,8820.736032,295.587,0
8/11/2022,2716,4033,260,492.48,0,0,4331,6712,553.69,103,0,20453,9904.566032,325.587,0
8/12/2022,2718,3816,480,491.25,0,0,4265,6610,556.32,87.1,0,22590,11416.99603,325.487,0
8/13/2022,2715,3832,460,492.13,0,0,4329,6709,564.01,90.3,0,24013,12060.85603,335.187,0
8/14/2022,2720,3820,480,496.23,0,0,4328,6707,560.22,101.2,0,25368,13674.40603,302.987,0
8/15/2022,2712,3887,400,492.15,0,0,3926,6084,523.11,65.2,0,26210,14719.14603,366.427,0
8/16/2022,2729,3974,340,498.14,0,0,3598,5576,467.6,88.2,0,26504,14613.40603,355.757,0
8/17/2022,2739,3870,460,482.56,0,0,4328,6707,543.72,112.3,0,24558,15937.12603,310.457,0
8/18/2022,2740,4131,200,477.58,0,0,4315,6687,550,102.2,0,21413,17309.54603,288.257,0
8/19/2022,2725,3827,480,475.56,0,0,4302,6667,550.74,101.2,0,22003,17613.24603,187.057,0
8/20/2022,2528,3556,440,455.89,0,0,4011,6216,507.07,105.3,0,23497,17650.28603,261.757,0
8/21/2022,1955,2710,380,343.11,0,0,3831,5937,495.48,103,0,24339,18181.69603,177.757,0
8/22/2022,2735,3923,400,493.88,0,0,4302,6667,564.53,85.3,0,20528,17123.28603,322.457,0
8/23/2022,2765,3951,420,492.52,0,0,4304,6670,544.7,105.1,0,20227,18786.06603,295.357,0
8/24/2022,2015,2885,300,384.88,0,0,3405,5277,441.44,85.5,0,20037,20189.74603,329.857,0
8/25/2022,2456,3622,260,417.52,0,0,4275,6625,572.39,65.2,0,18124,19990.15603,389.657,0
8/26/2022,2744,3857,480,486.08,0,0,4306,6673,547.57,102.3,0,19615,22395.84603,368.357,0
8/27/2022,2732,3838,480,486.01,0,0,4302,6667,531.54,124.3,0,21417,23578.29603,284.057,0
8/28/2022,2729,3834,480,489.03,0,0,4311,6681,540.28,115.2,0,23092,23698.98603,168.857,0
8/29/2022,2708,3841,440,492.27,0,0,4302,6667,530.24,126,0,24336,22676.47603,140.853,0
8/30/2022,2712,3987,300,483.8,0,0,4304,6670,591.84,52.2,0,22612,22880.83603,255.653,0
8/31/2022,2722,4103,200,496.82,0,0,4303,6669,523.72,132,0,20327,8443.546032,193.071,0
9/1/2022,2728,4312,0,476.18,0,0,4305,6672,523.7670488,134.2,0,20895,24497.87898,223.871,0
9/2/2022,2734,4322,0,476.2,0,0,4307,6675,525.46,131.602,0,22411,23496.21898,216.269,0
9/3/2022,2729,3834,480,482.97,0,0,4307,6675,556.3,92.269,0,23859,23776.94898,124,0
9/4/2022,2738,3868,460,497.25,0,0,4167,6458,626.24,0,0,25770,24003.45898,124,0
9/5/2022,2742,3854,480,500.28,0,0,4304,6670,540.65,113.2,0,27659,22962.52898,88.8,0
9/6/2022,2750,3867,480,503.67,0,0,4302,6667,531.77,123.2,0,29584,22907.08898,40.6,0
9/7/2022,2791,3992,420,510.87,0,0,4318,6692,622.57,0,0,28802,21773.64898,137.6,0
9/8/2022,2852,4148,360,521.64,0,0,4307,6675,528.62,121.2,0,30350,21794.08898,85.4,0
9/9/2022,2842,4297,195,497.14,0,0,4318,6692,622.01,0,0,26745,20674.93898,167.4,0
9/10/2022,2882,4211,345,505.15,0,0,4309,6678,554.77,95,0,28244,20615.01898,193.4,0
9/11/2022,2886,4247,315,514.87,0,0,4304,6670,515.26,143.2,0,28788,20684.88898,99.2,0
9/12/2022,2882,4196,360,513.64,0,0,4302,6667,525.74,130.8,0,30097,20585.50898,58.4,0
9/13/2022,2890,4448,120,512.9,0,0,4322,6698,622.7506768,0,0,26186,20799.85831,178.4,0
9/14/2022,2891,4728,0,511.67,0,0,4302,6667,519.0045035,133.463,0,27223,19769.1838,180.8,0
9/15/2022,2888,4565,0,517.04,0,0,4304,6670,515.52,141.5,0,28812,18735.9238,165.549,0
9/16/2022,2874,4543,0,496.34,0,0,4306,6673,519.812,135.2,0,30609,17719.7718,168.349,0
9/17/2022,2814,4448,0,488.18,0,0,4308,6676,518.89,137.8,0,30636,17862.7018,132.549,0
9/18/2022,2812,4445,0,503.1,0,0,4306,6673,517.84,142,0,29732,16841.7618,59.549,0
9/19/2022,2814,4448,0,504.76,0,0,4332,6714,615.66,0,0,28520,15721.3418,220.549,0
9/20/2022,2834,4480,0,502.7594875,0,0,4302,6667,518.6346597,133,0,30382,14699.94766,132.549,0
9/21/2022,2842,4492,0,504.79,0,0,4285,6641,519.46,134.5,0,29343,16115.69766,55.049,0
9/22/2022,2864,4527,0,510.35,0,0,4305,6672,563.556,82.1,0,27235,16291.79166,82.949,0
9/23/2022,2864,4067,460,492.69,0,0,4307,6675,505.19,85.2,0,28864,16393.91166,127.749,0
9/24/2022,2856,4034,480,493.62,0,0,4302,6667,416.01,141.9,0,30303,15484.28166,75.849,0
9/25/2022,2866,4110,420,508.09,0,0,4312,6683,472.7,0,0,30396,14503.49166,161.849,0
9/26/2022,2856,4074,440,515.045,0,0,4302,6667,394.39,132.5,0,26565,16294.89666,141.349,0
9/27/2022,2852,4048,460,518.27,0,0,4306,6673,398.88,127.3,0,27966,16344.78666,148.049,0
9/28/2022,2865,4329,200,513.81,0,0,4303,6669,428.93,74.5,0,25416,16409.06666,215.549,0
9/29/2022,2875,4065,480,516.95,0,0,4306,6673,417.59,96.2,0,27324,17885.27666,252.349,0
9/30/2022,2903,4309,280,523.11,0,0,4302,6667,571.16,77.6,0,25440,14549.52015,311.031,0
10/1/2022,2905,4592,0,499.89,0,0,4303,6669,527.89,131.3,0,25721,16166.24015,273.731,0
10/2/2022,2903,4589,0,499.27,0,0,4308,6676,514.19,146.2,0,26759,17002.78015,227.531,0
10/3/2022,2905,4592,0,499.92,0,0,4306,6673,536.29,118,0,27739,16916.57015,220.531,0
10/4/2022,2908,4597,0,498.88,0,0,4308,6676,568.83,81.8,0,26307,17098.86015,210.731,0
10/5/2022,2909,4598,0,498.87,0,0,4309,6678,531.24,134.5,0,27016,17318.75015,189.231,0
10/6/2022,2907,4595,0,497.31,0,0,4305,6672,530.6,131.5,0,28693,17240.84015,163.731,0
10/7/2022,2908,4597,0,480.2170279,0,0,4302,6667,575.9998551,77.6,0,25290,17084.62326,184.131,0
10/8/2022,2903,4589,0,478.7270588,0,0,4304,6670,529.2111989,129.3,0,25114,17026.68501,144.831,0
10/9/2022,2905,4592,0,497.65,0,0,4302,6667,531.16,131.3,0,25891,17347.87501,175.531,0
10/10/2022,2885,4560,0,492.61,0,0,4304,6670,523.66,130.3,0,26921,18481.60501,143.231,0
10/11/2022,2903,4589,0,494.9,0,0,4302,6667,523.2587466,142,0,27933,17463.44626,76.231,0
10/12/2022,2905,4592,0,501.32,0,0,4303,6669,563.43,64.1,0,24751,17898.69626,90.131,0
10/13/2022,2902,4587,0,496.05,0,0,4306,6673,560.22,66.3,0,26122,19342.42626,93.831,0
10/14/2022,2907,4595,0,483.1,0,0,4301,6665,565.18,68.3,0,24135,18276.06626,122.11,0
10/15/2022,2905,4592,0,481.36,0,0,4304,6670,522.55,126.2,0,25626,17272.15626,90.91,0
10/16/2022,2902,4587,0,494.67,0,0,4290,6648,530.4,131.329,0,26041,17277.08626,40.581,0
10/17/2022,2904,4590,0,496.24,0,0,4312,6683,549.79,112.3,0,26258,17471.05626,28.281,0
10/18/2022,2906,4594,0,494.41,0,0,4308,6676,591.74,63,0,26846,18634.90626,6.611,0
10/19/2022,2904,4590,0,493.28,0,0,4304,6670,590.03,56.611,0,27292,19551.59626,0,0
10/20/2022,2110,3335,0,370.98,0,0,4302,6667,586.44,62,0,24894,20274.17626,0,0
10/21/2022,2892,4571,0,487.94,0,0,4303,6669,583.59,69.5,0,24324,19202.64626,30.5,0
10/22/2022,2903,4589,0,488.7649021,0,0,4302,6667,585.3,65.3,0,24581,19218.58136,5.2,0
10/23/2022,2905,4592,0,502.49,0,0,4307,6675,560.17,95.5,0,24861,19455.92136,9.7,0
10/24/2022,2902,4587,0,502.83,0,0,4289,6647,588.1,58,0,18401,20864.99136,41.7,0
10/25/2022,2906,4594,0,505.16,0,0,4309,6678,619.94,21.8,0,19396,21989.89136,49.9,0
10/26/2022,2902,4587,0,503.35,0,0,4318,6692,630.68,0,0,18289,22205.86136,156.9,0
10/27/2022,2909,4598,0,505.93,0,0,4317,6690,633.14,0,0,19897,24766.79136,180.9,0
10/28/2022,2905,4592,0,489.15,0,0,4309,6678,580.72,66.3,0,21452,25750.36136,217.6,0
10/29/2022,2902,4587,0,489.34,0,0,4290,6648,590.37,56.8,0,23031,27320.65136,202.8,0
10/30/2022,2886,4562,0,501.04,0,0,4308,6676,526.82,138.8,0,21476,28742.79136,138,0
10/31/2022,2902,4587,0,501.91,0,0,4309,6678,521.48,144.1,0,23012,16993.76202,47.649,0
11/1/2022,2904,4590,0,503.4,0,0,4305,6672,629.01,4.65,0,24188,28963.71202,128.999,0
11/2/2022,2902,4587,0,500.47,0,0,4302,6667,621.33,0,0,25323,27841.91202,238.999,0
11/3/2022,2904,4590,0,498.56,0,0,4304,6670,538.47,114.8,0,26213,27804.88202,148.199,0
11/4/2022,2902,4587,0,485.63,0,0,4307,6675,538.5,121.2,0,26577,29000.75202,138.999,0
11/5/2022,2904,4590,0,485.94,0,0,4288,6645,535.23,129.3,0,27874,27979.58202,69.699,0
11/6/2022,2870,4537,0,494.92,0,0,4304,6670,537.29,129.2,0,28694,28847.37202,40.499,0
11/7/2022,2892,4571,0,498.91,0,0,4035,6253,560.57,55,0,26185,28867.89202,55.499,0
11/8/2022,2903,4589,0,499.45,0,0,3321,5147,385.8,54.2,0,27470,29056.57202,48.299,0
11/9/2022,2891,4570,0,499.28,0,0,4291,6650,568.98,86,0,26183,29138.31202,5.299,0
11/10/2022,2890,4568,0,500.8982384,0,0,4302,6667,635.3350184,0,0,26666,29322.03883,50.299,0
11/11/2022,2903,4244,345,491.77,0,0,4291,6650,594.8202205,55.9,0,25543,28235.44861,104.399,0
11/12/2022,2889,4207,360,489.98,0,0,4291,6650,538.46,129.2,0,27062,28707.00861,43.199,0
11/13/2022,2891,4090,480,504.45,0,0,4293,6653,556.24,107.5,0,28713,27646.31861,5.699,0
11/14/2022,2890,4568,0,504.48,0,0,4302,6667,640.6,0,0,26590,26501.23861,100.635,0
11/15/2022,2889,4567,0,500.9658707,0,0,4304,6670,637.6519144,0,0,28114,26241.06542,167.223,0
11/16/2022,2891,4570,0,496.9551719,0,0,4307,6675,615.877856,0,0,29021,25128.23239,267.223,0
11/17/2022,2890,4568,0,497.5645239,0,0,4302,6667,616.1041118,0,0,28217,24014.56345,308.223,0
11/18/2022,2892,4571,0,486.523244,0,0,4303,6669,508.2,104,0,22368,23019.84878,319.223,0
11/19/2022,2882,4556,0,487.2357777,0,0,4302,6667,523.73,123.9,0,23537,22008.883,195.323,0
11/20/2022,2886,4562,0,498.58,0,0,4304,6670,528.38,116,0,19262,22331.923,229.323,0
11/21/2022,2902,4587,0,499.58,0,0,4290,6648,546.8,111.3,0,20472,22535.543,168.023,0
11/22/2022,2840,4489,0,480.68,0,0,4302,6667,545.2,120.5,0,21897,21523.53202,122.523,0
11/23/2022,2884,4559,0,486.97,0,0,4292,6652,541.28,123.123,0,21478,20495.28202,49.4,0
11/24/2022,2886,4562,0,486.24,0,0,4301,6665,560.74,73,0,22323,20698.30202,5.4,0
11/25/2022,2887,4563,0,474.74,0,0,4303,6669,612.6,0,0,23776,19610.96202,122.4,0
11/26/2022,2890,4568,0,475.19,0,0,4305,6672,610.88,0,0,25343,18524.89202,198.4,0
11/27/2022,2838,4486,0,481.48,0,0,4289,6647,525.8,115.2,0,27057,17517.61202,157.2,0
11/28/2022,2892,4571,0,491.32,0,0,4291,6650,522.42,123.3,0,28626,16503.87202,106.9,0
11/29/2022,2888,4565,0,492.85,0,0,4286,6642,551.12,87.3,0,24679,15463.01202,107.6,0
11/30/2022,2882,4556,0,489.61,0,0,4282,6636,518.56,129.3,0,25496,14454.84,74.025,0
12/1/2022,2864,4527,0,484.69,0,0,4302,6667,541.8,101.2,0,26494,14878.35,34.825,0
12/2/2022,1450,2292,0,270.43,0,0,4304,6670,563.96,72,0,28412,14043.96,241.025,0
12/3/2022,2862,4524,0,480.98,0,0,4302,6667,515.24,131.2,0,29804,13047.74,161.825,0
12/4/2022,2885,4560,0,485.89,0,0,4301,6665,517.35,127.3,0,27374,13444.5,151.525,0
12/5/2022,2890,4568,0,486.97,0,0,4303,6669,585.26,60.2,0,24514,12372.27,40.125,0
12/6/2022,2902,4587,0,490.42,0,0,4286,6642,628.73,0,0,23945,12573.12,87.125,0
12/7/2022,2892,4571,0,489.36,0,0,4288,6645,535.74,120.2,0,25625,12748.02,82.925,0
12/8/2022,2892,4571,0,494,0,0,4290,6648,526.16,133.2,0,26797,11727.86,12.725,0
12/9/2022,2886,4562,0,478.15,0,0,4282,6636,564.63,85.5,0,28501,10685.08,5.225,0
12/10/2022,2891,4570,0,474.39,0,0,4291,6650,629.9923994,0,0,28272,10880.6976,110.225,0
12/11/2022,2902,4587,360,488.8,0,0,4301,6665,623.89,0,0,27565,10568.0076,177.225,0
12/12/2022,2890,4415,153,485.9606829,0,0,4303,6669,585.48,39.1,0,24398,12096.56692,308.125,0
12/13/2022,2902,4179,408,490.08,0,0,4304,6670,512.75,131,0,26039,12193.73692,177.125,0
12/14/2022,2904,4182,408,489.66,0,0,4305,6672,520.09,123.6,0,25409,12270.23932,150.525,0
12/15/2022,2905,4592,0,487.59,0,0,4304,6670,516.73,133.2,0,26501,11265.91932,55.325,0
12/16/2022,2904,4590,0,473.59,0,0,4302,6667,516.76,130.7,0,26336,11675.56932,48.855,0
12/17/2022,2906,4594,0,476.11,0,0,4304,6670,618.56,0,0,27839,12418.80932,101.855,0
12/18/2022,2902,4587,0,487.69,0,0,4290,6648,636.88,0,0,28317,11294.23932,221.855,0
12/19/2022,2904,4590,0,488.1,0,0,4304,6670,603.52,45.1,0,24224,12652.61932,289.755,0
12/20/2022,2902,4587,0,487.39,0,0,4301,6665,517.12,129.3,0,25723,11648.10932,261.455,0
12/21/2022,2905,4592,0,485.81,0,0,4302,6667,516.62,137.8,0,27310,11695.67932,265.655,0
12/22/2022,2903,4589,0,486.32,0,0,4304,6670,528.68,135.5,0,27524,11960.68932,185.155,0
12/23/2022,2905,4592,0,487.11,0,0,4305,6672,525.9092984,139.5,0,25781,10947.67002,217.138,0
12/24/2022,2902,4587,0,485.4600571,0,0,4290,6648,524.6038118,137.5,0,25814,12364.60615,79.638,0
12/25/2022,2904,4590,0,486.2368102,0,0,4280,6633,572.4412475,79.638,0,27531,12576.92809,0,0
12/26/2022,558,882,0,101.51,0,0,0,0,0,0,0,27581,13765.41809,0,0
12/27/2022,2880,4552,0,482.17,0,0,0,0,0,0,0,28027,15811.24809,0,0
12/28/2022,2902,4587,0,484.49,0,0,0,0,0,0,0,28434,17551.75809,0,0
12/29/2022,2906,4594,0,484.21,0,0,0,0,0,0,0,28837,20417.54809,0,0
12/30/2022,2908,4597,0,481.38,0,0,0,0,0,0,0,29139,19973.64,0,0
12/31/2022,2909,4598,0,482.05,0,0,0,0,0,0,0,29514,19662.08,0,0
1/1/2023,2906,4594,0,478.63,0,0,0,0,0,0,0,29890,24708.37,0,0
1/2/2023,2904,4590,0,478.64,0,0,0,0,0,0,0,30272,24229.73,0,0
1/3/2023,2906,4594,0,485.89,0,0,0,0,0,0,0,30624,23743.84,0,0
1/4/2023,2640,4173,0,445.09,0,0,0,0,0,0,0,31400,23298.75,0,0
1/5/2023,2582,4081,0,435.9,0,0,0,0,0,0,0,32265,23742.85,0,0
1/6/2023,2585,4086,0,436.67,0,0,0,0,0,0,0,31874,23306.18,0,0
1/7/2023,2590,4094,0,438.13,0,0,0,0,0,0,0,32726,22868.05,0,0
1/8/2023,2592,4097,0,436.73,0,0,0,0,0,0,0,31775,23531.32,0,0
1/9/2023,2591,4096,0,436.5,0,0,0,0,0,0,0,31251,23994.82,0,0
1/10/2023,2595,4102,0,437.8,0,0,0,0,0,0,0,30619,23557.02,0,0
1/11/2023,2590,4094,0,434.33,0,0,0,0,0,0,0,31470,24022.69,0,0
1/12/2023,2750,4347,0,458.35,0,0,0,0,0,0,0,28524,24634.34,0,0
1/13/2023,2902,4587,0,481.42,0,0,0,0,0,0,0,24260,24152.92,0,0
1/14/2023,2904,4590,0,481.92,0,0,0,0,0,0,0,24620,24738.52,0,0
1/15/2023,2906,4594,0,482.65,0,0,0,0,0,0,0,24976,24255.87,0,0
1/16/2023,2908,4597,0,483.01,0,0,1279,1982,221.94,0,0,20706,23550.92,178,0
1/17/2023,2906,4114,480,480.06,0,0,3810,5905,540.95,0,0,22911,22529.91,368,0
1/18/2023,2904,4470,120,483.14,0,0,3806,5898,544.5,0,0,19609,21502.27,488,0
1/19/2023,2902,4587,0,480.08,0,0,3808,5901,460.26,123.5,0,20015,20561.93,464.5,0
1/20/2023,2905,4112,480,479.39,0,0,3803,5894,446.58,137.5,0,22467,19635.96,397,0
1/21/2023,2908,4597,0,483.1,0,0,3810,5905,450.29,136.6,0,24916,18702.57,260.4,0
1/22/2023,2905,4592,0,483.15,0,0,3808,5901,449.45,138.2,0,22988,17769.97,122.2,0
1/23/2023,2908,4597,0,479.9,0,0,3810,5905,460.24,122.2,0,24721,16829.83,0,0
1/24/2023,2905,4132,460,479.16,0,0,3808,5901,556.18,0,0,26728,15794.49,0,0
1/25/2023,2902,4587,0,479.3,0,0,3807,5900,556.98,0,0,25178,14758.21,0,0
1/26/2023,2905,4592,0,480.53,0,0,3810,5905,556.89,0,0,27621,13720.79,0,0
1/27/2023,2908,4597,0,484.35,0,0,3807,5900,560.17,0,0,25342,12676.27,132,0
1/28/2023,2907,4595,0,483.15,0,0,3810,5905,464.86,119.9,0,25581,11728.26,199.1,0
1/29/2023,2904,4590,0,478.02,0,0,3808,5901,440.29,147.3,0,25033,10809.95,80.8,0
1/30/2023,2910,4600,0,484.12,0,0,3812,5908,471.76,101.9,0,27473,9854.07,10.9,0
1/31/2023,2905,4332,260,482.24,0,0,3808,5901,545.82,0,0,26572,8816.41,22.271,0
2/1/2023,2908,4597,0,482.49,0,0,3810,5905,543.7,0,0,25896,7790.22,149.271,0
2/2/2023,2910,4600,0,482.42,0,0,3806,5898,504.82,46.6,0,28370,6802.98,155.671,0
2/3/2023,2912,4603,0,484.58,0,0,3808,5901,429.15,147,0,30862,7209.25,66.671,0
2/4/2023,2908,4597,0,483.6,0,0,3286,5092,376.19,121.5,0,28812,7449.46,58.171,0
2/5/2023,2910,4600,0,480.82,0,0,0,0,0,0,0,26714,6968.64,169.171,0
2/6/2023,0,0,0,0,0,0,920,1426,146.24,0,0,25288,8122.4,289.171,0
2/7/2023,0,0,0,0,0,0,4120,6385,519.55,83.8,0,25382,8452.85,205.371,0
2/8/2023,0,0,0,0,0,0,4254,6593,596.88,0,0,24407,7855.97,205.371,0
2/9/2023,0,0,0,0,0,0,4274,6624,491.06,150.3,0,21880,8464.91,100.071,0
2/10/2023,0,0,0,0,0,0,4302,6667,583.92,29.5,0,23232,7880.99,132.571,0
2/11/2023,0,0,0,0,0,0,4308,6676,577.29,40.6,0,24578,7303.7,168.971,0
2/12/2023,0,0,0,0,0,0,4304,6670,489.06,156,0,25660,8714.64,140.671,0
2/13/2023,0,0,0,0,0,0,4308,6676,493.41,150.3,0,22473,10471.23,95.371,0
2/14/2023,0,0,0,0,0,0,4309,6678,605.35,0,0,23816,11165.88,47.671,0
2/15/2023,0,0,0,0,0,0,4312,6683,609.64,0,0,25127,10556.24,157.671,0
2/16/2023,0,0,0,0,0,0,4302,6667,596.04,0,0,26436,9960.2,187.381,0
2/17/2023,0,0,0,0,0,0,4305,6672,580.8,0,0,27761,9379.4,272.381,0
2/18/2023,0,0,0,0,0,0,4285,6641,473.97,145.7,0,25992,10055.43,156.681,0
2/19/2023,0,0,0,0,0,0,4295,6656,472.14,151.3,0,27142,9583.29,110.381,0
2/20/2023,0,0,0,0,0,0,4302,6667,470.77,151.4,0,24211,9112.52,28.981,0
2/21/2023,0,0,0,0,0,0,4304,6670,533.12,48.4,0,25515,10967.66462,5.581,0
2/22/2023,0,0,0,0,0,0,4310,6679,570.63,0,0,26758,10397.03462,105.581,0
2/23/2023,1956,3092,0,343.18,0,0,4037,6256,579.75,0,0,28511,10574.10462,135.581,0
2/24/2023,2702,4271,0,457.9,0,0,4085,6331,470.62,148.2,0,27366,10845.58462,67.381,0
2/25/2023,2712,4287,0,458.49,0,0,4095,6346,540.45,60.8,0,29681,12446.64462,49.581,0
2/26/2023,2708,4281,0,455.75,0,0,4086,6332,583.44,0,0,28438,12607.45462,107.581,0
2/27/2023,2710,4284,0,459.1,0,0,4052,6280,465.7,151.2,0,29314,14182.65462,46.381,0
2/28/2023,2712,4287,0,460.05,0,0,4072,6311,507.38,101.29,0,25571,6199.86,5.5,0
3/1/2023,2714,4290,0,465.58,0,0,4060,6292,592.9,0,0,27987,13400.35,129.5,0
3/2/2023,2710,4284,0,458.64,0,0,4090,6338,589.48,0,0,26461,12352.23,145.5,0
3/3/2023,2715,4292,0,463.57,0,0,4102,6357,509.41,108.9,0,28218,12579.25,116.6,0
3/4/2023,2717,4295,0,463.25,0,0,4104,6360,594.03,0,0,30581,11521.97,176.6,0
3/5/2023,2714,4290,0,458.94,0,0,4108,6366,606.7,0,0,30902,11806.33,234.6,0
3/6/2023,2716,4293,0,465.49,0,0,4102,6357,611.92,0,0,33266,11994.8,289.6,0
3/7/2023,2718,4296,0,462.97,0,0,4106,6363,528.54,99.3,0,31435,11003.29,300.3,0
3/8/2023,2705,4276,0,460.16,0,0,4104,6360,488.48,153.7,0,27763,10054.65,286.6,0
3/9/2023,2707,4279,0,459.03,0,0,4102,6357,490.3,151.4,0,27413,11555.32,160.2,0
3/10/2023,2703,4273,0,454.21,0,0,4105,6362,483.84,149,0,25978,13217.27,201.2,0
3/11/2023,2706,4277,0,455.91,0,0,4108,6366,481,151.3,0,28066,14670.36,119.9,0
3/12/2023,2702,4271,0,457.82,0,0,4110,6369,604.9,0,0,29864,13607.64,219.9,0
