Ngay,Nhiet_Do_C,Luong_Mua_mm,Suc_Gio_kmh,Bao,So_Ngay_Tre,Diem_Rui_Ro
2026-07-03,23.9,0.0,16.5,0,0,2.4
2026-07-04,27.0,0.0,15.9,0,0,1.7
2026-07-05,21.3,2.6,6.3,0,0,1.6
2026-07-06,29.6,0.0,10.5,0,0,0.6
2026-07-07,30.6,0.0,14.7,0,0,0.6
2026-07-08,26.1,0.0,17.7,0,0,0.9
2026-07-09,34.3,0.0,4.0,0,0,0.6
2026-07-10,23.1,0.0,14.2,0,0,2.0
2026-07-11,22.1,0.0,15.7,0,0,1.9
2026-07-12,28.9,0.0,19.2,0,0,0.8
2026-07-13,32.2,0.0,18.5,0,0,2.2
2026-07-14,34.7,29.3,23.8,0,0,0.8
2026-07-15,26.2,9.6,12.9,0,0,1.1
2026-07-16,32.3,0.0,5.5,0,0,1.0
2026-07-17,27.8,0.0,13.0,0,0,1.2
2026-07-18,27.3,0.0,20.0,0,0,1.0
2026-07-19,31.5,0.0,22.0,0,0,1.5
2026-07-20,30.6,0.0,18.6,0,0,1.3
2026-07-21,21.7,0.0,17.1,0,0,2.5
2026-07-22,33.9,0.0,16.9,0,0,0.6
2026-07-23,33.5,0.0,12.2,0,0,0.8
2026-07-24,25.5,0.0,14.3,0,0,0.6
2026-07-25,29.6,25.6,28.5,0,0,1.8
2026-07-26,30.0,33.0,16.9,0,1,4.3
2026-07-27,29.0,45.0,32.1,0,1,4.6
2026-07-28,25.8,0.0,13.4,0,0,1.6
2026-07-29,25.3,11.3,23.9,0,0,0.8
2026-07-30,27.9,0.0,8.0,0,0,0.9
2026-07-31,32.7,55.0,28.9,0,1,4.3
2026-08-01,30.2,0.0,11.3,0,0,0.9
2026-08-02,26.5,66.1,21.1,0,1,4.7
2026-08-03,31.1,0.0,16.1,0,0,0.5
2026-08-04,16.6,6.5,21.4,0,0,2.1
2026-08-05,32.6,20.2,14.8,0,0,2.1
2026-08-06,21.0,0.0,7.5,0,0,1.1
2026-08-07,26.6,0.0,14.5,0,0,0.8
2026-08-08,23.5,19.8,18.5,0,0,0.8
2026-08-09,22.8,0.0,17.7,0,0,1.9
2026-08-10,32.6,13.5,22.4,0,0,1.8
2026-08-11,26.1,0.0,14.7,0,0,2.1
2026-08-12,29.4,0.0,24.3,0,0,2.4
2026-08-13,27.8,0.0,16.1,0,0,1.9
2026-08-14,29.9,0.0,13.3,0,0,0.8
2026-08-15,28.3,43.1,15.6,0,1,4.7
2026-08-16,22.9,0.0,13.7,0,0,0.9
2026-08-17,32.0,0.0,13.3,0,0,0.6
2026-08-18,26.0,0.0,19.8,0,0,1.9
2026-08-19,21.8,0.0,17.3,0,0,1.3
2026-08-20,26.3,25.2,14.1,0,0,2.3
2026-08-21,34.0,26.0,21.1,0,0,1.8
2026-08-22,31.4,0.0,18.4,0,0,0.7
2026-08-23,26.6,31.0,28.8,0,1,4.9
2026-08-24,26.6,7.8,21.0,0,0,1.2
2026-08-25,26.7,0.0,18.8,0,0,1.3
2026-08-26,36.3,14.0,18.1,0,0,0.6
2026-08-27,29.5,0.0,16.9,0,0,1.5
2026-08-28,29.7,0.0,21.2,0,0,0.7
2026-08-29,32.1,25.4,13.4,0,0,1.3
2026-08-30,29.0,0.0,13.3,0,0,1.2
2026-08-31,27.0,9.8,13.1,0,0,2.0
2026-09-01,27.2,7.4,18.4,0,0,2.1
2026-09-02,27.7,0.0,21.2,0,0,0.8
2026-09-03,27.9,52.4,22.5,0,1,4.0
2026-09-04,30.9,0.0,3.0,0,0,0.8
2026-09-05,28.2,0.0,12.9,0,0,2.1
2026-09-06,30.9,0.0,19.6,0,0,1.9
